Date,XLE,SPY,XLC,XLY,XLP,XLV,XLF,XLI,XLB,XLK,XLRE,XLU
2019-09-11,22.40217399597168,271.7912292480469,47.984657287597656,57.955806732177734,51.129676818847656,81.566650390625,24.757417678833008,70.67475891113281,25.32906723022461,38.324642181396484,30.96311378479004,25.61414909362793
2019-09-12,22.262571334838867,272.732666015625,48.125160217285156,58.23362350463867,51.338748931884766,81.5399398803711,24.889480590820312,70.71955871582031,25.52541732788086,38.53200912475586,31.146522521972656,25.670894622802734
2019-09-13,22.438915252685547,272.5515441894531,48.040855407714844,58.11589050292969,51.046051025390625,81.49541473388672,25.083166122436523,71.1048812866211,25.804668426513672,38.2492561340332,30.771739959716797,25.508779525756836
2019-09-16,23.192018508911133,271.7097473144531,47.86289596557617,57.371910095214844,50.552642822265625,81.31729888916016,24.99513053894043,71.04216003417969,25.381425857543945,38.154991149902344,31.090700149536133,25.529041290283203
2019-09-17,22.86872673034668,272.397705078125,47.909725189208984,57.72037124633789,50.82861328125,81.44198608398438,25.021541595458984,71.00631713867188,25.586498260498047,38.31051254272461,31.52927017211914,25.751951217651367
2019-09-18,22.758520126342773,272.56060791015625,47.853511810302734,57.69210433959961,50.91224670410156,81.4330825805664,25.109582901000977,70.89878845214844,25.599594116210938,38.305809020996094,31.433582305908203,25.861377716064453
2019-09-19,22.69974136352539,272.54241943359375,47.900352478027344,57.53672409057617,50.903873443603516,81.81600952148438,24.99513053894043,70.54034423828125,25.643226623535156,38.39063262939453,31.537248611450195,25.98296356201172
2019-09-20,22.71827507019043,271.25482177734375,47.589599609375,56.877197265625,50.74236297607422,82.27207946777344,24.84823989868164,70.09441375732422,25.58359146118164,37.942935943603516,31.40319061279297,26.085886001586914
2019-09-23,22.725690841674805,271.1911926269531,47.420623779296875,57.075618743896484,50.944252014160156,81.83390808105469,24.892480850219727,69.95929718017578,25.522197723388672,38.061126708984375,31.515565872192383,26.089975357055664
2019-09-24,22.366086959838867,269.0631408691406,46.70709991455078,56.466163635253906,51.154563903808594,81.08271789550781,24.65355682373047,69.56293487548828,25.302932739257812,37.692378997802734,31.475435256958008,26.396289825439453
2019-09-25,22.40315055847168,270.654541015625,47.24224090576172,56.98114013671875,51.188209533691406,80.68924713134766,24.857086181640625,70.01334381103516,25.434486389160156,38.14148712158203,31.443328857421875,26.379947662353516
2019-09-26,22.11028289794922,270.09075927734375,46.782203674316406,56.73545837402344,51.47422790527344,80.24214172363281,24.74204444885254,70.11246490478516,25.377483367919922,38.18404006958008,31.748363494873047,26.518815994262695
2019-09-27,22.106578826904297,268.6357421875,46.25645446777344,56.53702926635742,51.41533660888672,79.88438415527344,24.839385986328125,69.83318328857422,25.307315826416016,37.67347717285156,31.539655685424805,26.42487907409668
